run_id,modelo,gmd_m,escenario,contingencia,bess_bus,bess_mw,variante_parametro,archivo_aux,estado
R001887,GMD_0p9144m,0.9144,B6_FV30,FallaElevador3_PuntaEvans,B6,7,base,aux/bloque_018.aux,planned
R001888,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001889,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo2_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001890,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_SchoolHouse,B6,7,base,aux/bloque_018.aux,planned
R001891,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001892,GMD_0p9144m,0.9144,B6_FV50,FallaLinea2_PuntaEvans_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001893,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,7,base,aux/bloque_018.aux,planned
R001894,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_ElBight_SchoolHouse,B6,7,base,aux/bloque_018.aux,planned
R001895,GMD_0p9144m,0.9144,B6_FV50,FallaElevador1_PuntaEvans,B6,7,base,aux/bloque_018.aux,planned
R001896,GMD_0p9144m,0.9144,B6_FV50,FallaElevador2_PuntaEvans,B6,7,base,aux/bloque_018.aux,planned
R001897,GMD_0p9144m,0.9144,B6_FV50,FallaElevador3_PuntaEvans,B6,7,base,aux/bloque_018.aux,planned
R001898,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001899,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo2_ElBight,B6,7,base,aux/bloque_018.aux,planned
R001900,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_SchoolHouse,B6,7,base,aux/bloque_018.aux,planned
R001901,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001902,GMD_0p9144m,0.9144,BASE,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001903,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001904,GMD_0p9144m,0.9144,BASE,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001905,GMD_0p9144m,0.9144,BASE,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001906,GMD_0p9144m,0.9144,BASE,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001907,GMD_0p9144m,0.9144,BASE,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001908,GMD_0p9144m,0.9144,BASE,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001909,GMD_0p9144m,0.9144,BASE,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001910,GMD_0p9144m,0.9144,BASE,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001911,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001912,GMD_0p9144m,0.9144,B1_FV15,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001913,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001914,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001915,GMD_0p9144m,0.9144,B1_FV15,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001916,GMD_0p9144m,0.9144,B1_FV15,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001917,GMD_0p9144m,0.9144,B1_FV15,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001918,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001919,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001920,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001921,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001922,GMD_0p9144m,0.9144,B1_FV30,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001923,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001924,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001925,GMD_0p9144m,0.9144,B1_FV30,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001926,GMD_0p9144m,0.9144,B1_FV30,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001927,GMD_0p9144m,0.9144,B1_FV30,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001928,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001929,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001930,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001931,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001932,GMD_0p9144m,0.9144,B1_FV50,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001933,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001934,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001935,GMD_0p9144m,0.9144,B1_FV50,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001936,GMD_0p9144m,0.9144,B1_FV50,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001937,GMD_0p9144m,0.9144,B1_FV50,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001938,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001939,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001940,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001941,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001942,GMD_0p9144m,0.9144,B5_FV15,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001943,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001944,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001945,GMD_0p9144m,0.9144,B5_FV15,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001946,GMD_0p9144m,0.9144,B5_FV15,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001947,GMD_0p9144m,0.9144,B5_FV15,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001948,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001949,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001950,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001951,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001952,GMD_0p9144m,0.9144,B5_FV30,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001953,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001954,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001955,GMD_0p9144m,0.9144,B5_FV30,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001956,GMD_0p9144m,0.9144,B5_FV30,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001957,GMD_0p9144m,0.9144,B5_FV30,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001958,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001959,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001960,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001961,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001962,GMD_0p9144m,0.9144,B5_FV50,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001963,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001964,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001965,GMD_0p9144m,0.9144,B5_FV50,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001966,GMD_0p9144m,0.9144,B5_FV50,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001967,GMD_0p9144m,0.9144,B5_FV50,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001968,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001969,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001970,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001971,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001972,GMD_0p9144m,0.9144,B6_FV15,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001973,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001974,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001975,GMD_0p9144m,0.9144,B6_FV15,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001976,GMD_0p9144m,0.9144,B6_FV15,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001977,GMD_0p9144m,0.9144,B6_FV15,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_018.aux,planned
R001978,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001979,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo2_ElBight,B6,8,base,aux/bloque_018.aux,planned
R001980,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_018.aux,planned
R001981,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001982,GMD_0p9144m,0.9144,B6_FV30,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001983,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R001984,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R001985,GMD_0p9144m,0.9144,B6_FV30,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001986,GMD_0p9144m,0.9144,B6_FV30,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001987,GMD_0p9144m,0.9144,B6_FV30,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001988,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001989,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo2_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001990,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R001991,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001992,GMD_0p9144m,0.9144,B6_FV50,FallaLinea2_PuntaEvans_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001993,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R001994,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_ElBight_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R001995,GMD_0p9144m,0.9144,B6_FV50,FallaElevador1_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001996,GMD_0p9144m,0.9144,B6_FV50,FallaElevador2_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001997,GMD_0p9144m,0.9144,B6_FV50,FallaElevador3_PuntaEvans,B6,8,base,aux/bloque_019.aux,planned
R001998,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_ElBight,B6,8,base,aux/bloque_019.aux,planned
R001999,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo2_ElBight,B6,8,base,aux/bloque_019.aux,planned
R002000,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_SchoolHouse,B6,8,base,aux/bloque_019.aux,planned
R002001,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002002,GMD_0p9144m,0.9144,BASE,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002003,GMD_0p9144m,0.9144,BASE,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002004,GMD_0p9144m,0.9144,BASE,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002005,GMD_0p9144m,0.9144,BASE,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002006,GMD_0p9144m,0.9144,BASE,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002007,GMD_0p9144m,0.9144,BASE,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002008,GMD_0p9144m,0.9144,BASE,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002009,GMD_0p9144m,0.9144,BASE,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002010,GMD_0p9144m,0.9144,BASE,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002011,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002012,GMD_0p9144m,0.9144,B1_FV15,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002013,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002014,GMD_0p9144m,0.9144,B1_FV15,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002015,GMD_0p9144m,0.9144,B1_FV15,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002016,GMD_0p9144m,0.9144,B1_FV15,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002017,GMD_0p9144m,0.9144,B1_FV15,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002018,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002019,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002020,GMD_0p9144m,0.9144,B1_FV15,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002021,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002022,GMD_0p9144m,0.9144,B1_FV30,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002023,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002024,GMD_0p9144m,0.9144,B1_FV30,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002025,GMD_0p9144m,0.9144,B1_FV30,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002026,GMD_0p9144m,0.9144,B1_FV30,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002027,GMD_0p9144m,0.9144,B1_FV30,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002028,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002029,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002030,GMD_0p9144m,0.9144,B1_FV30,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002031,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002032,GMD_0p9144m,0.9144,B1_FV50,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002033,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002034,GMD_0p9144m,0.9144,B1_FV50,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002035,GMD_0p9144m,0.9144,B1_FV50,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002036,GMD_0p9144m,0.9144,B1_FV50,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002037,GMD_0p9144m,0.9144,B1_FV50,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002038,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002039,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002040,GMD_0p9144m,0.9144,B1_FV50,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002041,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002042,GMD_0p9144m,0.9144,B5_FV15,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002043,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002044,GMD_0p9144m,0.9144,B5_FV15,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002045,GMD_0p9144m,0.9144,B5_FV15,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002046,GMD_0p9144m,0.9144,B5_FV15,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002047,GMD_0p9144m,0.9144,B5_FV15,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002048,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002049,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002050,GMD_0p9144m,0.9144,B5_FV15,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002051,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002052,GMD_0p9144m,0.9144,B5_FV30,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002053,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002054,GMD_0p9144m,0.9144,B5_FV30,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002055,GMD_0p9144m,0.9144,B5_FV30,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002056,GMD_0p9144m,0.9144,B5_FV30,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002057,GMD_0p9144m,0.9144,B5_FV30,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002058,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002059,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002060,GMD_0p9144m,0.9144,B5_FV30,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002061,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002062,GMD_0p9144m,0.9144,B5_FV50,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002063,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002064,GMD_0p9144m,0.9144,B5_FV50,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002065,GMD_0p9144m,0.9144,B5_FV50,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002066,GMD_0p9144m,0.9144,B5_FV50,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002067,GMD_0p9144m,0.9144,B5_FV50,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002068,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002069,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002070,GMD_0p9144m,0.9144,B5_FV50,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002071,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002072,GMD_0p9144m,0.9144,B6_FV15,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002073,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002074,GMD_0p9144m,0.9144,B6_FV15,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002075,GMD_0p9144m,0.9144,B6_FV15,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002076,GMD_0p9144m,0.9144,B6_FV15,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002077,GMD_0p9144m,0.9144,B6_FV15,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002078,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002079,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002080,GMD_0p9144m,0.9144,B6_FV15,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002081,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002082,GMD_0p9144m,0.9144,B6_FV30,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002083,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002084,GMD_0p9144m,0.9144,B6_FV30,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002085,GMD_0p9144m,0.9144,B6_FV30,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002086,GMD_0p9144m,0.9144,B6_FV30,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002087,GMD_0p9144m,0.9144,B6_FV30,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_019.aux,planned
R002088,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002089,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo2_ElBight,B6,9,base,aux/bloque_019.aux,planned
R002090,GMD_0p9144m,0.9144,B6_FV30,FallaTrafo1_SchoolHouse,B6,9,base,aux/bloque_019.aux,planned
R002091,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_ElBight,B6,9,base,aux/bloque_020.aux,planned
R002092,GMD_0p9144m,0.9144,B6_FV50,FallaLinea2_PuntaEvans_ElBight,B6,9,base,aux/bloque_020.aux,planned
R002093,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_PuntaEvans_SchoolHouse,B6,9,base,aux/bloque_020.aux,planned
R002094,GMD_0p9144m,0.9144,B6_FV50,FallaLinea1_ElBight_SchoolHouse,B6,9,base,aux/bloque_020.aux,planned
R002095,GMD_0p9144m,0.9144,B6_FV50,FallaElevador1_PuntaEvans,B6,9,base,aux/bloque_020.aux,planned
R002096,GMD_0p9144m,0.9144,B6_FV50,FallaElevador2_PuntaEvans,B6,9,base,aux/bloque_020.aux,planned
R002097,GMD_0p9144m,0.9144,B6_FV50,FallaElevador3_PuntaEvans,B6,9,base,aux/bloque_020.aux,planned
R002098,GMD_0p9144m,0.9144,B6_FV50,FallaTrafo1_ElBight,B6,9,base,aux/bloque_020.aux,planned
